id,from,to
2227,deer.n.01,pricket.n.02
2228,mammal.n.01,placental.n.01
2229,placental.n.01,rodent.n.01
2230,rodent.n.01,wood_rat.n.01
2231,wood_rat.n.01,eastern_woodrat.n.01
2232,mammal.n.01,placental.n.01
2233,placental.n.01,carnivore.n.01
2234,carnivore.n.01,musteline_mammal.n.01
2235,musteline_mammal.n.01,marten.n.01
2236,marten.n.01,yellow-throated_marten.n.01
2237,mammal.n.01,placental.n.01
2238,placental.n.01,ungulate.n.01
2239,ungulate.n.01,odd-toed_ungulate.n.01
2240,odd-toed_ungulate.n.01,equine.n.01
2241,equine.n.01,horse.n.01
2242,horse.n.01,workhorse.n.02
2243,workhorse.n.02,draft_horse.n.01
2244,draft_horse.n.01,shire.n.02
2245,mammal.n.01,placental.n.01
2246,placental.n.01,ungulate.n.01
2247,ungulate.n.01,odd-toed_ungulate.n.01
2248,odd-toed_ungulate.n.01,equine.n.01
2249,equine.n.01,horse.n.01
2250,horse.n.01,harness_horse.n.01
2251,harness_horse.n.01,cob.n.02
2252,mammal.n.01,placental.n.01
2253,placental.n.01,rodent.n.01
2254,rodent.n.01,water_rat.n.03
2255,mammal.n.01,placental.n.01
2256,placental.n.01,ungulate.n.01
2257,ungulate.n.01,odd-toed_ungulate.n.01
2258,odd-toed_ungulate.n.01,equine.n.01
2259,equine.n.01,horse.n.01
2260,horse.n.01,saddle_horse.n.01
2261,saddle_horse.n.01,hack.n.08
2262,mammal.n.01,placental.n.01
2263,placental.n.01,insectivore.n.01
2264,insectivore.n.01,mole.n.06
2265,mole.n.06,shrew_mole.n.01
2266,shrew_mole.n.01,asiatic_shrew_mole.n.01
2267,mammal.n.01,placental.n.01
2268,placental.n.01,rodent.n.01
2269,rodent.n.01,muskrat.n.02
2270,mammal.n.01,placental.n.01
2271,placental.n.01,rodent.n.01
2272,rodent.n.01,lemming.n.01
2273,lemming.n.01,pied_lemming.n.01
2274,mammal.n.01,placental.n.01
2275,placental.n.01,rodent.n.01
2276,rodent.n.01,mouse.n.01
2277,mouse.n.01,field_mouse.n.02
2278,field_mouse.n.02,european_wood_mouse.n.01
2279,mammal.n.01,placental.n.01
2280,placental.n.01,ungulate.n.01
2281,ungulate.n.01,odd-toed_ungulate.n.01
2282,odd-toed_ungulate.n.01,equine.n.01
2283,equine.n.01,horse.n.01
2284,horse.n.01,wild_horse.n.01
2285,wild_horse.n.01,przewalski's_horse.n.01
2286,mammal.n.01,placental.n.01
2287,placental.n.01,carnivore.n.01
2288,carnivore.n.01,canine.n.02
2289,canine.n.02,dog.n.01
2290,dog.n.01,hunting_dog.n.01
2291,hunting_dog.n.01,terrier.n.01
2292,terrier.n.01,rat_terrier.n.01
2293,mammal.n.01,placental.n.01
2294,placental.n.01,carnivore.n.01
2295,carnivore.n.01,bear.n.01
2296,bear.n.01,american_black_bear.n.01
2297,american_black_bear.n.01,cinnamon_bear.n.01
2298,mammal.n.01,placental.n.01
2299,placental.n.01,ungulate.n.01
2300,ungulate.n.01,odd-toed_ungulate.n.01
2301,odd-toed_ungulate.n.01,equine.n.01
2302,equine.n.01,horse.n.01
2303,horse.n.01,pony.n.05
2304,pony.n.05,exmoor.n.02
2305,mammal.n.01,placental.n.01
2306,placental.n.01,lagomorph.n.01
2307,lagomorph.n.01,leporid.n.01
2308,leporid.n.01,hare.n.01
2309,hare.n.01,jackrabbit.n.01
2310,mammal.n.01,placental.n.01
2311,placental.n.01,lagomorph.n.01
2312,lagomorph.n.01,leporid.n.01
2313,mammal.n.01,placental.n.01
2314,placental.n.01,ungulate.n.01
2315,ungulate.n.01,even-toed_ungulate.n.01
2316,even-toed_ungulate.n.01,ruminant.n.01
2317,ruminant.n.01,bovid.n.01
2318,bovid.n.01,antelope.n.01
2319,antelope.n.01,gazelle.n.01
2320,mammal.n.01,placental.n.01
2321,placental.n.01,carnivore.n.01
2322,carnivore.n.01,canine.n.02
2323,canine.n.02,dog.n.01
2324,dog.n.01,hunting_dog.n.01
2325,hunting_dog.n.01,dachshund.n.01
2326,mammal.n.01,placental.n.01
2327,placental.n.01,ungulate.n.01
2328,ungulate.n.01,even-toed_ungulate.n.01
2329,even-toed_ungulate.n.01,ruminant.n.01
2330,ruminant.n.01,bovid.n.01
2331,bovid.n.01,goat.n.01
2332,mammal.n.01,placental.n.01
2333,placental.n.01,proboscidean.n.01
2334,proboscidean.n.01,mastodon.n.01
2335,mastodon.n.01,american_mastodon.n.01
2336,mammal.n.01,placental.n.01
2337,placental.n.01,ungulata.n.01
2338,mammal.n.01,placental.n.01
2339,placental.n.01,lagomorph.n.01
2340,lagomorph.n.01,leporid.n.01
2341,leporid.n.01,rabbit.n.01
2342,rabbit.n.01,wood_rabbit.n.01
2343,wood_rabbit.n.01,marsh_hare.n.01
2344,mammal.n.01,placental.n.01
2345,placental.n.01,carnivore.n.01
2346,carnivore.n.01,canine.n.02
2347,canine.n.02,dog.n.01
2348,dog.n.01,working_dog.n.01
2349,working_dog.n.01,shepherd_dog.n.01
2350,shepherd_dog.n.01,briard.n.01
2351,mammal.n.01,placental.n.01
2352,placental.n.01,carnivore.n.01
2353,carnivore.n.01,canine.n.02
2354,canine.n.02,dog.n.01
2355,dog.n.01,working_dog.n.01
2356,working_dog.n.01,police_dog.n.01
2357,mammal.n.01,placental.n.01
2358,placental.n.01,carnivore.n.01
2359,carnivore.n.01,canine.n.02
2360,canine.n.02,wolf.n.01
2361,wolf.n.01,red_wolf.n.01
2362,mammal.n.01,placental.n.01
2363,placental.n.01,primate.n.02
2364,primate.n.02,ape.n.01
2365,ape.n.01,anthropoid_ape.n.01
2366,anthropoid_ape.n.01,lesser_ape.n.01
2367,lesser_ape.n.01,gibbon.n.02
2368,mammal.n.01,placental.n.01
2369,placental.n.01,carnivore.n.01
2370,mammal.n.01,placental.n.01
2371,placental.n.01,aquatic_mammal.n.01
2372,aquatic_mammal.n.01,cetacean.n.01
2373,cetacean.n.01,whale.n.02
2374,mammal.n.01,placental.n.01
2375,placental.n.01,rodent.n.01
2376,rodent.n.01,new_world_mouse.n.01
2377,new_world_mouse.n.01,american_harvest_mouse.n.01
2378,mammal.n.01,placental.n.01
2379,placental.n.01,carnivore.n.01
2380,carnivore.n.01,canine.n.02
2381,canine.n.02,dog.n.01
2382,dog.n.01,mexican_hairless.n.01
2383,mammal.n.01,placental.n.01
2384,placental.n.01,primate.n.02
2385,primate.n.02,hominid.n.01
2386,hominid.n.01,homo.n.02
2387,homo.n.02,homo_erectus.n.01
2388,mammal.n.01,placental.n.01
2389,placental.n.01,rodent.n.01
2390,rodent.n.01,wood_rat.n.01
2391,mammal.n.01,placental.n.01
2392,placental.n.01,carnivore.n.01
2393,carnivore.n.01,canine.n.02
2394,canine.n.02,fox.n.01
2395,mammal.n.01,placental.n.01
2396,placental.n.01,ungulate.n.01
2397,ungulate.n.01,even-toed_ungulate.n.01
2398,even-toed_ungulate.n.01,ruminant.n.01
2399,ruminant.n.01,bovid.n.01
2400,bovid.n.01,goat.n.01
2401,goat.n.01,domestic_goat.n.01
2402,mammal.n.01,placental.n.01
2403,placental.n.01,ungulate.n.01
2404,ungulate.n.01,even-toed_ungulate.n.01
2405,even-toed_ungulate.n.01,ruminant.n.01
2406,ruminant.n.01,bovid.n.01
2407,bovid.n.01,sheep.n.01
2408,sheep.n.01,domestic_sheep.n.01
2409,domestic_sheep.n.01,broadtail.n.02
2410,mammal.n.01,placental.n.01
2411,placental.n.01,bat.n.01
2412,bat.n.01,carnivorous_bat.n.01
2413,carnivorous_bat.n.01,leafnose_bat.n.01
2414,leafnose_bat.n.01,macrotus.n.01
2415,mammal.n.01,placental.n.01
2416,placental.n.01,ungulate.n.01
2417,ungulate.n.01,odd-toed_ungulate.n.01
2418,odd-toed_ungulate.n.01,equine.n.01
2419,equine.n.01,horse.n.01
2420,horse.n.01,pony.n.01
2421,pony.n.01,cayuse.n.01
2422,mammal.n.01,placental.n.01
2423,placental.n.01,primate.n.02
2424,primate.n.02,hominoid.n.01
2425,hominoid.n.01,algeripithecus_minutus.n.01
2426,mammal.n.01,placental.n.01
2427,placental.n.01,ungulate.n.01
2428,ungulate.n.01,odd-toed_ungulate.n.01
2429,odd-toed_ungulate.n.01,equine.n.01
2430,equine.n.01,horse.n.01
2431,horse.n.01,pony.n.05
2432,mammal.n.01,placental.n.01
2433,placental.n.01,rodent.n.01
2434,rodent.n.01,wood_rat.n.01
2435,wood_rat.n.01,vole.n.01
2436,vole.n.01,phenacomys.n.01
2437,mammal.n.01,placental.n.01
2438,placental.n.01,primate.n.02
2439,primate.n.02,monkey.n.01
2440,monkey.n.01,old_world_monkey.n.01
2441,old_world_monkey.n.01,guenon.n.01
2442,mammal.n.01,placental.n.01
2443,placental.n.01,aquatic_mammal.n.01
2444,aquatic_mammal.n.01,cetacean.n.01
2445,cetacean.n.01,whale.n.02
2446,whale.n.02,toothed_whale.n.01
2447,toothed_whale.n.01,dolphin.n.02
2448,mammal.n.01,placental.n.01
2449,placental.n.01,ungulate.n.01
2450,ungulate.n.01,even-toed_ungulate.n.01
2451,even-toed_ungulate.n.01,ruminant.n.01
2452,ruminant.n.01,bovid.n.01
2453,bovid.n.01,antelope.n.01
2454,antelope.n.01,gazelle.n.01
2455,gazelle.n.01,springbok.n.01
2456,mammal.n.01,placental.n.01
2457,placental.n.01,ungulate.n.01
2458,ungulate.n.01,odd-toed_ungulate.n.01
2459,odd-toed_ungulate.n.01,equine.n.01
2460,equine.n.01,horse.n.01
2461,horse.n.01,saddle_horse.n.01
2462,saddle_horse.n.01,warhorse.n.03
2463,mammal.n.01,placental.n.01
2464,placental.n.01,ungulate.n.01
2465,ungulate.n.01,even-toed_ungulate.n.01
2466,even-toed_ungulate.n.01,ruminant.n.01
2467,ruminant.n.01,bovid.n.01
2468,bovid.n.01,bovine.n.01
2469,mammal.n.01,placental.n.01
2470,placental.n.01,carnivore.n.01
2471,carnivore.n.01,musteline_mammal.n.01
2472,musteline_mammal.n.01,otter.n.02
2473,otter.n.02,river_otter.n.01
2474,mammal.n.01,placental.n.01
2475,placental.n.01,ungulate.n.01
2476,ungulate.n.01,odd-toed_ungulate.n.01
2477,odd-toed_ungulate.n.01,rhinoceros.n.01
2478,rhinoceros.n.01,woolly_rhinoceros.n.01
2479,mammal.n.01,placental.n.01
2480,placental.n.01,primate.n.02
2481,primate.n.02,monkey.n.01
2482,monkey.n.01,old_world_monkey.n.01
2483,old_world_monkey.n.01,guenon.n.01
2484,guenon.n.01,green_monkey.n.01
2485,mammal.n.01,placental.n.01
2486,placental.n.01,ungulate.n.01
2487,ungulate.n.01,odd-toed_ungulate.n.01
2488,odd-toed_ungulate.n.01,tapir.n.01
2489,tapir.n.01,new_world_tapir.n.01
2490,mammal.n.01,placental.n.01
2491,placental.n.01,ungulate.n.01
2492,ungulate.n.01,odd-toed_ungulate.n.01
2493,odd-toed_ungulate.n.01,equine.n.01
2494,mammal.n.01,placental.n.01
2495,placental.n.01,carnivore.n.01
2496,carnivore.n.01,canine.n.02
2497,canine.n.02,dog.n.01
2498,dog.n.01,hunting_dog.n.01
2499,hunting_dog.n.01,terrier.n.01
2500,terrier.n.01,scotch_terrier.n.01
2501,mammal.n.01,placental.n.01
2502,placental.n.01,carnivore.n.01
2503,carnivore.n.01,canine.n.02
2504,canine.n.02,dog.n.01
2505,dog.n.01,hunting_dog.n.01
2506,hunting_dog.n.01,terrier.n.01
2507,terrier.n.01,irish_terrier.n.01
2508,mammal.n.01,placental.n.01
2509,placental.n.01,primate.n.02
2510,primate.n.02,hominid.n.01
2511,hominid.n.01,australopithecine.n.01
2512,australopithecine.n.01,paranthropus.n.01
2513,mammal.n.01,placental.n.01
2514,placental.n.01,carnivore.n.01
2515,carnivore.n.01,viverrine.n.01
2516,viverrine.n.01,fossa.n.03
2517,mammal.n.01,placental.n.01
2518,placental.n.01,carnivore.n.01
2519,carnivore.n.01,canine.n.02
2520,canine.n.02,wild_dog.n.01
2521,mammal.n.01,placental.n.01
2522,placental.n.01,carnivore.n.01
2523,carnivore.n.01,canine.n.02
2524,canine.n.02,dog.n.01
2525,dog.n.01,hunting_dog.n.01
2526,hunting_dog.n.01,hound.n.01
2527,hound.n.01,wolfhound.n.01
2528,mammal.n.01,metatherian.n.01
2529,metatherian.n.01,marsupial.n.01
2530,marsupial.n.01,dasyurid_marsupial.n.01
2531,dasyurid_marsupial.n.01,dasyure.n.01
2532,dasyure.n.01,eastern_dasyure.n.01
2533,mammal.n.01,placental.n.01
2534,placental.n.01,lagomorph.n.01
2535,lagomorph.n.01,leporid.n.01
2536,leporid.n.01,rabbit.n.01
2537,rabbit.n.01,rabbit_ears.n.02
2538,mammal.n.01,placental.n.01
2539,placental.n.01,carnivore.n.01
2540,carnivore.n.01,canine.n.02
2541,canine.n.02,dog.n.01
2542,dog.n.01,hunting_dog.n.01
2543,hunting_dog.n.01,hound.n.01
2544,mammal.n.01,placental.n.01
2545,placental.n.01,rodent.n.01
2546,rodent.n.01,squirrel.n.01
2547,squirrel.n.01,tree_squirrel.n.01
2548,tree_squirrel.n.01,fox_squirrel.n.01
2549,mammal.n.01,placental.n.01
2550,placental.n.01,proboscidean.n.01
2551,mammal.n.01,placental.n.01
2552,placental.n.01,carnivore.n.01
2553,carnivore.n.01,canine.n.02
2554,canine.n.02,dog.n.01
2555,dog.n.01,hunting_dog.n.01
2556,hunting_dog.n.01,sporting_dog.n.01
2557,sporting_dog.n.01,pointer.n.04
2558,pointer.n.04,vizsla.n.01
2559,mammal.n.01,placental.n.01
2560,placental.n.01,carnivore.n.01
2561,carnivore.n.01,musteline_mammal.n.01
2562,musteline_mammal.n.01,badger.n.02
2563,badger.n.02,american_badger.n.01
2564,mammal.n.01,placental.n.01
2565,placental.n.01,ungulate.n.01
2566,ungulate.n.01,even-toed_ungulate.n.01
2567,even-toed_ungulate.n.01,llama.n.01
2568,llama.n.01,guanaco.n.01
2569,mammal.n.01,placental.n.01
2570,placental.n.01,ungulate.n.01
2571,ungulate.n.01,odd-toed_ungulate.n.01
2572,odd-toed_ungulate.n.01,equine.n.01
2573,equine.n.01,horse.n.01
2574,horse.n.01,saddle_horse.n.01
2575,saddle_horse.n.01,buckskin.n.01
2576,mammal.n.01,placental.n.01
2577,placental.n.01,aquatic_mammal.n.01
2578,aquatic_mammal.n.01,cetacean.n.01
2579,cetacean.n.01,whale.n.02
2580,whale.n.02,toothed_whale.n.01
2581,toothed_whale.n.01,dolphin.n.02
2582,dolphin.n.02,porpoise.n.01
2583,porpoise.n.01,harbor_porpoise.n.01
2584,mammal.n.01,placental.n.01
2585,placental.n.01,ungulate.n.01
2586,ungulate.n.01,even-toed_ungulate.n.01
2587,even-toed_ungulate.n.01,ruminant.n.01
2588,ruminant.n.01,bovid.n.01
2589,bovid.n.01,goat.n.01
2590,goat.n.01,wild_goat.n.01
2591,wild_goat.n.01,ibex.n.01
2592,mammal.n.01,placental.n.01
2593,placental.n.01,ungulate.n.01
2594,ungulate.n.01,odd-toed_ungulate.n.01
2595,odd-toed_ungulate.n.01,equine.n.01
2596,equine.n.01,horse.n.01
2597,horse.n.01,racehorse.n.01
2598,racehorse.n.01,pacer.n.01
2599,mammal.n.01,placental.n.01
2600,placental.n.01,ungulate.n.01
2601,ungulate.n.01,even-toed_ungulate.n.01
2602,even-toed_ungulate.n.01,ruminant.n.01
2603,ruminant.n.01,bovid.n.01
2604,bovid.n.01,antelope.n.01
2605,antelope.n.01,eland.n.01
2606,mammal.n.01,placental.n.01
2607,placental.n.01,insectivore.n.01
2608,insectivore.n.01,shrew.n.02
2609,shrew.n.02,water_shrew.n.01
2610,water_shrew.n.01,european_water_shrew.n.01
2611,mammal.n.01,placental.n.01
2612,placental.n.01,ungulate.n.01
2613,ungulate.n.01,even-toed_ungulate.n.01
2614,even-toed_ungulate.n.01,peccary.n.01
2615,peccary.n.01,chiacoan_peccary.n.01
2616,mammal.n.01,placental.n.01
2617,placental.n.01,carnivore.n.01
2618,carnivore.n.01,canine.n.02
2619,canine.n.02,dog.n.01
2620,dog.n.01,poodle.n.01
2621,poodle.n.01,toy_poodle.n.01
2622,mammal.n.01,placental.n.01
2623,placental.n.01,carnivore.n.01
2624,carnivore.n.01,musteline_mammal.n.01
2625,musteline_mammal.n.01,badger.n.02
2626,badger.n.02,ferret_badger.n.01
2627,mammal.n.01,placental.n.01
2628,placental.n.01,pachyderm.n.01
2629,pachyderm.n.01,elephant.n.01
2630,elephant.n.01,mammoth.n.01
2631,mammoth.n.01,columbian_mammoth.n.01
2632,mammal.n.01,placental.n.01
2633,placental.n.01,proboscidean.n.01
2634,proboscidean.n.01,elephant.n.01
2635,elephant.n.01,mammoth.n.01
2636,mammoth.n.01,columbian_mammoth.n.01
2637,mammal.n.01,placental.n.01
2638,placental.n.01,ungulate.n.01
2639,ungulate.n.01,dinocerate.n.01
2640,dinocerate.n.01,dinoceras.n.01
2641,mammal.n.01,placental.n.01
2642,placental.n.01,carnivore.n.01
2643,carnivore.n.01,canine.n.02
2644,canine.n.02,dog.n.01
2645,dog.n.01,working_dog.n.01
2646,working_dog.n.01,shepherd_dog.n.01
2647,shepherd_dog.n.01,shetland_sheepdog.n.01
2648,mammal.n.01,placental.n.01
2649,placental.n.01,ungulate.n.01
2650,ungulate.n.01,even-toed_ungulate.n.01
2651,even-toed_ungulate.n.01,ruminant.n.01
2652,ruminant.n.01,bovid.n.01
2653,bovid.n.01,antelope.n.01
2654,antelope.n.01,nilgai.n.01
2655,mammal.n.01,placental.n.01
2656,placental.n.01,carnivore.n.01
2657,carnivore.n.01,canine.n.02
2658,canine.n.02,fox.n.01
2659,fox.n.01,kit_fox.n.01
2660,mammal.n.01,placental.n.01
2661,placental.n.01,carnivore.n.01
2662,carnivore.n.01,canine.n.02
2663,canine.n.02,dog.n.01
2664,dog.n.01,corgi.n.01
2665,corgi.n.01,pembroke.n.01
2666,mammal.n.01,placental.n.01
2667,placental.n.01,bat.n.01
2668,bat.n.01,carnivorous_bat.n.01
2669,carnivorous_bat.n.01,vespertilian_bat.n.01
2670,vespertilian_bat.n.01,eastern_pipistrel.n.01
2671,mammal.n.01,placental.n.01
2672,placental.n.01,primate.n.02
2673,primate.n.02,monkey.n.01
2674,monkey.n.01,new_world_monkey.n.01
2675,new_world_monkey.n.01,howler_monkey.n.01
2676,mammal.n.01,placental.n.01
2677,placental.n.01,rodent.n.01
2678,rodent.n.01,squirrel.n.01
2679,squirrel.n.01,ground_squirrel.n.02
2680,ground_squirrel.n.02,flickertail.n.01
2681,mammal.n.01,placental.n.01
2682,placental.n.01,ungulate.n.01
2683,ungulate.n.01,even-toed_ungulate.n.01
2684,even-toed_ungulate.n.01,ruminant.n.01
2685,ruminant.n.01,bovid.n.01
2686,bovid.n.01,wild_sheep.n.01
2687,wild_sheep.n.01,mountain_sheep.n.01
2688,mountain_sheep.n.01,bighorn.n.02
2689,mammal.n.01,placental.n.01
2690,placental.n.01,rodent.n.01
2691,rodent.n.01,squirrel.n.01
2692,squirrel.n.01,tree_squirrel.n.01
2693,tree_squirrel.n.01,black_squirrel.n.01
2694,mammal.n.01,placental.n.01
2695,placental.n.01,rodent.n.01
2696,rodent.n.01,squirrel.n.01
2697,squirrel.n.01,ground_squirrel.n.02
2698,ground_squirrel.n.02,antelope_squirrel.n.01
2699,mammal.n.01,placental.n.01
2700,placental.n.01,carnivore.n.01
2701,carnivore.n.01,canine.n.02
2702,canine.n.02,wolf.n.01
2703,wolf.n.01,wolf_pup.n.01
2704,mammal.n.01,placental.n.01
2705,placental.n.01,ungulate.n.01
2706,ungulate.n.01,even-toed_ungulate.n.01
2707,even-toed_ungulate.n.01,ruminant.n.01
2708,ruminant.n.01,bovid.n.01
2709,bovid.n.01,sheep.n.01
2710,sheep.n.01,domestic_sheep.n.01
2711,domestic_sheep.n.01,cheviot.n.01
2712,mammal.n.01,placental.n.01
2713,placental.n.01,carnivore.n.01
2714,carnivore.n.01,canine.n.02
2715,canine.n.02,dog.n.01
2716,dog.n.01,hunting_dog.n.01
2717,hunting_dog.n.01,terrier.n.01
2718,terrier.n.01,schnauzer.n.01
2719,schnauzer.n.01,giant_schnauzer.n.01
2720,mammal.n.01,placental.n.01
2721,placental.n.01,rodent.n.01
2722,rodent.n.01,dormouse.n.01
2723,dormouse.n.01,loir.n.01
2724,mammal.n.01,placental.n.01
2725,placental.n.01,carnivore.n.01
2726,carnivore.n.01,canine.n.02
2727,canine.n.02,dog.n.01
2728,dog.n.01,toy_dog.n.01
2729,toy_dog.n.01,chihuahua.n.03
2730,mammal.n.01,placental.n.01
2731,placental.n.01,carnivore.n.01
2732,carnivore.n.01,canine.n.02
2733,canine.n.02,wild_dog.n.01
2734,wild_dog.n.01,african_hunting_dog.n.01
2735,mammal.n.01,placental.n.01
2736,placental.n.01,edentate.n.01
2737,edentate.n.01,mylodontid.n.01
2738,mammal.n.01,placental.n.01
2739,placental.n.01,carnivore.n.01
2740,carnivore.n.01,viverrine.n.01
2741,viverrine.n.01,mongoose.n.01
2742,mongoose.n.01,indian_mongoose.n.01
2743,mammal.n.01,placental.n.01
2744,placental.n.01,primate.n.02
2745,primate.n.02,hominoid.n.01
2746,hominoid.n.01,proconsul.n.03
2747,mammal.n.01,placental.n.01
2748,placental.n.01,aquatic_mammal.n.01
2749,aquatic_mammal.n.01,cetacean.n.01
2750,cetacean.n.01,whale.n.02
2751,whale.n.02,spouter.n.03
2752,mammal.n.01,placental.n.01
2753,placental.n.01,rodent.n.01
2754,rodent.n.01,wood_rat.n.01
2755,wood_rat.n.01,vole.n.01
2756,vole.n.01,prairie_vole.n.01
2757,mammal.n.01,placental.n.01
2758,placental.n.01,lagomorph.n.01
2759,lagomorph.n.01,leporid.n.01
2760,leporid.n.01,hare.n.01
2761,hare.n.01,polar_hare.n.01
2762,mammal.n.01,placental.n.01
2763,placental.n.01,primate.n.02
2764,primate.n.02,monkey.n.01
2765,monkey.n.01,new_world_monkey.n.01
2766,new_world_monkey.n.01,spider_monkey.n.01
2767,mammal.n.01,placental.n.01
2768,placental.n.01,ungulate.n.01
2769,ungulate.n.01,odd-toed_ungulate.n.01
2770,odd-toed_ungulate.n.01,equine.n.01
2771,equine.n.01,horse.n.01
2772,horse.n.01,pony.n.05
2773,pony.n.05,shetland_pony.n.01
2774,mammal.n.01,placental.n.01
2775,placental.n.01,buck.n.05
2776,mammal.n.01,metatherian.n.01
2777,metatherian.n.01,marsupial.n.01
2778,marsupial.n.01,phalanger.n.01
2779,phalanger.n.01,flying_phalanger.n.01
2780,flying_phalanger.n.01,flying_mouse.n.01
2781,mammal.n.01,placental.n.01
2782,placental.n.01,ungulate.n.01
2783,ungulate.n.01,odd-toed_ungulate.n.01
2784,odd-toed_ungulate.n.01,equine.n.01
2785,equine.n.01,horse.n.01
2786,horse.n.01,gee-gee.n.01
2787,mammal.n.01,placental.n.01
2788,placental.n.01,carnivore.n.01
2789,carnivore.n.01,canine.n.02
2790,canine.n.02,fox.n.01
2791,fox.n.01,reynard.n.01
2792,mammal.n.01,placental.n.01
2793,placental.n.01,livestock.n.01
2794,mammal.n.01,placental.n.01
2795,placental.n.01,ungulate.n.01
2796,ungulate.n.01,odd-toed_ungulate.n.01
2797,odd-toed_ungulate.n.01,equine.n.01
2798,equine.n.01,ass.n.03
2799,mammal.n.01,placental.n.01
2800,placental.n.01,ungulate.n.01
2801,ungulate.n.01,even-toed_ungulate.n.01
2802,even-toed_ungulate.n.01,ruminant.n.01
2803,ruminant.n.01,deer.n.01
2804,deer.n.01,elk.n.01
2805,mammal.n.01,placental.n.01
2806,placental.n.01,ungulate.n.01
2807,ungulate.n.01,even-toed_ungulate.n.01
2808,even-toed_ungulate.n.01,ruminant.n.01
2809,ruminant.n.01,bovid.n.01
2810,bovid.n.01,old_world_buffalo.n.01
2811,mammal.n.01,placental.n.01
2812,placental.n.01,pachyderm.n.01
2813,pachyderm.n.01,elephant.n.01
2814,elephant.n.01,rogue_elephant.n.01
2815,mammal.n.01,placental.n.01
2816,placental.n.01,proboscidean.n.01
2817,proboscidean.n.01,elephant.n.01
2818,elephant.n.01,rogue_elephant.n.01
2819,mammal.n.01,placental.n.01
2820,placental.n.01,carnivore.n.01
2821,carnivore.n.01,canine.n.02
2822,canine.n.02,wolf.n.01
2823,wolf.n.01,coyote.n.01
2824,mammal.n.01,fossorial_mammal.n.01
2825,fossorial_mammal.n.01,naked_mole_rat.n.01
2826,naked_mole_rat.n.01,queen.n.09
2827,mammal.n.01,placental.n.01
2828,placental.n.01,ungulate.n.01
2829,ungulate.n.01,even-toed_ungulate.n.01
2830,even-toed_ungulate.n.01,ruminant.n.01
2831,ruminant.n.01,deer.n.01
2832,deer.n.01,fallow_deer.n.01
2833,mammal.n.01,placental.n.01
2834,placental.n.01,ungulate.n.01
2835,ungulate.n.01,even-toed_ungulate.n.01
2836,even-toed_ungulate.n.01,ruminant.n.01
2837,ruminant.n.01,bovid.n.01
2838,bovid.n.01,antelope.n.01
2839,antelope.n.01,waterbuck.n.01
2840,waterbuck.n.01,kob.n.01
2841,mammal.n.01,placental.n.01
2842,placental.n.01,aardvark.n.01
2843,mammal.n.01,placental.n.01
2844,placental.n.01,ungulate.n.01
2845,ungulate.n.01,odd-toed_ungulate.n.01
2846,odd-toed_ungulate.n.01,equine.n.01
2847,equine.n.01,horse.n.01
2848,horse.n.01,racehorse.n.01
2849,racehorse.n.01,trotting_horse.n.01
2850,trotting_horse.n.01,pole_horse.n.01
2851,mammal.n.01,placental.n.01
2852,placental.n.01,carnivore.n.01
2853,carnivore.n.01,feline.n.01
2854,feline.n.01,big_cat.n.01
2855,mammal.n.01,placental.n.01
2856,placental.n.01,primate.n.02
2857,primate.n.02,monkey.n.01
2858,monkey.n.01,new_world_monkey.n.01
2859,new_world_monkey.n.01,squirrel_monkey.n.01
2860,mammal.n.01,placental.n.01
2861,placental.n.01,rodent.n.01
2862,rodent.n.01,rat.n.01
