id,A,B
2393,bluetick.n.01,dog.n.01
2394,collared_pika.n.01,placental.n.01
2395,gayal.n.01,ruminant.n.01
2396,chimpanzee.n.01,ape.n.01
2397,angora.n.04,domestic_cat.n.01
2398,marten.n.01,carnivore.n.01
2399,common_wallaby.n.01,mammal.n.01
2400,spitz.n.01,mammal.n.01
2401,pacer.n.02,ungulate.n.01
2402,stablemate.n.01,equine.n.01
2403,barren_ground_caribou.n.01,ruminant.n.01
2404,american_foxhound.n.01,mammal.n.01
2405,musteline_mammal.n.01,mammal.n.01
2406,black_fox.n.01,canine.n.02
2407,arabian.n.02,mammal.n.01
2408,bloodhound.n.01,carnivore.n.01
2409,saddle_horse.n.01,ungulate.n.01
2410,eland.n.01,ungulate.n.01
2411,briard.n.01,carnivore.n.01
2412,ice_bear.n.01,bear.n.01
2413,mudder.n.01,equine.n.01
2414,rabbit_ears.n.02,placental.n.01
2415,attack_dog.n.01,canine.n.02
2416,airedale.n.01,hunting_dog.n.01
2417,chow.n.03,carnivore.n.01
2418,little_brown_bat.n.01,bat.n.01
2419,pinche.n.01,primate.n.02
2420,cavalry_horse.n.01,placental.n.01
2421,chestnut.n.06,equine.n.01
2422,lechwe.n.01,ungulate.n.01
2423,groenendael.n.01,belgian_sheepdog.n.01
2424,pichiciago.n.01,armadillo.n.01
2425,brown_bear.n.01,carnivore.n.01
2426,peludo.n.01,edentate.n.01
2427,dik-dik.n.01,ungulate.n.01
2428,common_lynx.n.01,carnivore.n.01
2429,vizsla.n.01,carnivore.n.01
2430,harbor_porpoise.n.01,placental.n.01
2431,rat_terrier.n.01,mammal.n.01
2432,rhodesian_man.n.01,mammal.n.01
2433,silky_terrier.n.01,mammal.n.01
2434,lerot.n.01,rodent.n.01
2435,african_wild_ass.n.01,ungulate.n.01
2436,staffordshire_bullterrier.n.01,carnivore.n.01
2437,false_saber-toothed_tiger.n.01,placental.n.01
2438,kiang.n.01,placental.n.01
2439,horseshoe_bat.n.02,mammal.n.01
2440,zebu.n.01,bovid.n.01
2441,sealyham_terrier.n.01,welsh_terrier.n.01
2442,gnu.n.01,mammal.n.01
2443,ox.n.01,ungulate.n.01
2444,snake_muishond.n.01,placental.n.01
2445,pinche.n.01,tamarin.n.01
2446,fisher.n.02,marten.n.01
2447,wallaby.n.01,marsupial.n.01
2448,greater_swiss_mountain_dog.n.01,dog.n.01
2449,sand_cat.n.01,mammal.n.01
2450,shrew.n.02,placental.n.01
2451,rabbit-eared_bandicoot.n.01,metatherian.n.01
2452,arctic_fox.n.01,placental.n.01
2453,bull.n.01,even-toed_ungulate.n.01
2454,tusker.n.01,mammal.n.01
2455,labrador_retriever.n.01,sporting_dog.n.01
2456,weimaraner.n.01,mammal.n.01
2457,friesian.n.01,dairy_cattle.n.01
2458,miniature_poodle.n.01,carnivore.n.01
2459,hispid_pocket_mouse.n.01,placental.n.01
2460,post_horse.n.01,ungulate.n.01
2461,hound.n.01,hunting_dog.n.01
2462,brown_hyena.n.01,hyena.n.01
2463,silky_anteater.n.01,anteater.n.02
2464,red-backed_mouse.n.01,placental.n.01
2465,gorilla.n.01,ape.n.01
2466,persian_cat.n.01,placental.n.01
2467,skye_terrier.n.01,mammal.n.01
2468,african_wild_ass.n.01,ass.n.03
2469,toy_manchester.n.01,hunting_dog.n.01
2470,eskimo_dog.n.01,dog.n.01
2471,chestnut.n.06,ungulate.n.01
2472,irish_water_spaniel.n.01,spaniel.n.01
2473,broodmare.n.01,equine.n.01
2474,river_otter.n.01,placental.n.01
2475,guinea_pig.n.02,mammal.n.01
2476,european_wood_mouse.n.01,mammal.n.01
2477,domestic_cat.n.01,mammal.n.01
2478,neandertal_man.n.01,homo.n.02
2479,ord_kangaroo_rat.n.01,pocket_rat.n.01
2480,english_foxhound.n.01,dog.n.01
2481,phalanger.n.01,mammal.n.01
2482,american_saddle_horse.n.01,odd-toed_ungulate.n.01
2483,pacific_walrus.n.01,walrus.n.01
2484,buckskin.n.01,mammal.n.01
2485,sealyham_terrier.n.01,canine.n.02
2486,eared_seal.n.01,mammal.n.01
2487,white_whale.n.01,toothed_whale.n.01
2488,right_whale.n.01,aquatic_mammal.n.01
2489,pinche.n.01,placental.n.01
2490,solo_man.n.01,placental.n.01
2491,patas.n.01,monkey.n.01
2492,siberian_husky.n.01,sled_dog.n.01
2493,water_shrew.n.01,placental.n.01
2494,galago.n.01,placental.n.01
2495,pere_david's_deer.n.01,ruminant.n.01
2496,chesapeake_bay_retriever.n.01,mammal.n.01
2497,hog-nosed_skunk.n.01,musteline_mammal.n.01
2498,central_chimpanzee.n.01,ape.n.01
2499,boxer.n.04,canine.n.02
2500,gemsbok.n.01,oryx.n.01
2501,rhodesian_man.n.01,primate.n.02
2502,walker_hound.n.01,carnivore.n.01
2503,hind.n.02,deer.n.01
2504,brabancon_griffon.n.01,carnivore.n.01
2505,bobcat.n.01,carnivore.n.01
2506,labrador_retriever.n.01,dog.n.01
2507,nilgai.n.01,placental.n.01
2508,packhorse.n.01,mammal.n.01
2509,cro-magnon.n.01,homo.n.02
2510,gordon_setter.n.01,carnivore.n.01
2511,typical_jerboa.n.01,rodent.n.01
2512,racehorse.n.01,mammal.n.01
2513,bedlington_terrier.n.01,carnivore.n.01
2514,bandicoot_rat.n.01,rat.n.01
2515,bronco.n.01,mammal.n.01
2516,camel.n.01,mammal.n.01
2517,wharf_rat.n.02,rodent.n.01
2518,clumber.n.01,canine.n.02
2519,cotswold.n.01,even-toed_ungulate.n.01
2520,springer.n.02,bovid.n.01
2521,lakeland_terrier.n.01,dog.n.01
2522,manx.n.02,carnivore.n.01
2523,cuscus.n.01,metatherian.n.01
2524,mediterranean_water_shrew.n.01,mammal.n.01
2525,greater_kudu.n.01,mammal.n.01
2526,kanchil.n.01,even-toed_ungulate.n.01
2527,fissipedia.n.01,mammal.n.01
2528,white-lipped_peccary.n.01,even-toed_ungulate.n.01
2529,pygmy_mouse.n.01,mouse.n.01
2530,cotswold.n.01,ungulate.n.01
2531,english_toy_spaniel.n.01,mammal.n.01
2532,stirk.n.01,ruminant.n.01
2533,quagga.n.01,placental.n.01
2534,devon.n.02,ruminant.n.01
2535,grey_fox.n.01,mammal.n.01
2536,aoudad.n.01,wild_sheep.n.01
2537,springer.n.02,ungulate.n.01
2538,vizsla.n.01,placental.n.01
2539,prairie_vole.n.01,rodent.n.01
2540,sausage_dog.n.01,hunting_dog.n.01
2541,orange_bat.n.01,bat.n.01
2542,nanny.n.02,ruminant.n.01
2543,angora.n.03,leporid.n.01
2544,shire.n.02,ungulate.n.01
2545,pocket_mouse.n.01,rodent.n.01
2546,zoril.n.01,musteline_mammal.n.01
2547,fossa.n.03,carnivore.n.01
2548,onager.n.02,mammal.n.01
2549,murine.n.01,placental.n.01
2550,common_lynx.n.01,feline.n.01
2551,cougar.n.01,placental.n.01
2552,brush-tailed_porcupine.n.01,old_world_porcupine.n.01
2553,tibetan_mastiff.n.01,mammal.n.01
2554,coondog.n.01,carnivore.n.01
2555,shetland_sheepdog.n.01,canine.n.02
2556,cattle.n.01,bovine.n.01
2557,java_man.n.01,primate.n.02
2558,mouse-eared_bat.n.01,placental.n.01
2559,gibbon.n.02,placental.n.01
2560,bonnet_macaque.n.01,monkey.n.01
2561,prancer.n.01,odd-toed_ungulate.n.01
2562,killer_whale.n.01,toothed_whale.n.01
2563,giant_armadillo.n.01,armadillo.n.01
2564,wood_rabbit.n.01,leporid.n.01
2565,small_civet.n.01,viverrine.n.01
2566,european_wood_mouse.n.01,mouse.n.01
2567,paranthropus.n.01,hominid.n.01
2568,workhorse.n.02,placental.n.01
2569,gallant_fox.n.01,horse.n.01
2570,false_vampire.n.01,mammal.n.01
2571,gaur.n.01,bovid.n.01
2572,pole_horse.n.01,racehorse.n.01
2573,serval.n.01,placental.n.01
2574,finback.n.01,rorqual.n.01
2575,simian.n.01,placental.n.01
2576,mare.n.01,horse.n.01
2577,american_staffordshire_terrier.n.01,mammal.n.01
2578,redbone.n.01,placental.n.01
2579,english_toy_spaniel.n.01,toy_spaniel.n.01
2580,pointer.n.04,canine.n.02
2581,golden_hamster.n.01,rodent.n.01
2582,raccoon.n.02,mammal.n.01
2583,goral.n.01,ungulate.n.01
2584,bird_dog.n.01,hunting_dog.n.01
2585,asian_wild_ox.n.01,ruminant.n.01
2586,omaha.n.04,thoroughbred.n.02
2587,pinscher.n.01,dog.n.01
2588,german_short-haired_pointer.n.01,hunting_dog.n.01
2589,banteng.n.01,bovid.n.01
2590,tiger_cub.n.01,tiger.n.02
2591,nilgai.n.01,even-toed_ungulate.n.01
2592,sewer_rat.n.01,rodent.n.01
2593,greyhound.n.01,canine.n.02
2594,stalking-horse.n.04,ungulate.n.01
2595,scottish_deerhound.n.01,hunting_dog.n.01
2596,steeplechaser.n.01,mammal.n.01
2597,lhasa.n.02,hunting_dog.n.01
2598,spearnose_bat.n.01,bat.n.01
2599,bird_dog.n.01,mammal.n.01
2600,pygmy_marmoset.n.01,placental.n.01
2601,cayuse.n.01,equine.n.01
2602,hairy-legged_vampire_bat.n.01,bat.n.01
2603,dwarf_sperm_whale.n.01,toothed_whale.n.01
2604,kob.n.01,mammal.n.01
2605,scotch_terrier.n.01,canine.n.02
2606,griffon.n.02,dog.n.01
2607,black-and-tan_coonhound.n.01,carnivore.n.01
2608,talapoin.n.01,mammal.n.01
2609,brown_swiss.n.01,placental.n.01
2610,bison.n.01,ungulate.n.01
2611,bitch.n.04,canine.n.02
2612,jackal.n.01,canine.n.02
2613,sow.n.01,even-toed_ungulate.n.01
2614,fur_seal.n.02,seal.n.09
2615,potoroo.n.01,marsupial.n.01
2616,bulldog.n.01,working_dog.n.01
2617,hearing_dog.n.01,working_dog.n.01
2618,bezoar_goat.n.01,mammal.n.01
2619,vizsla.n.01,sporting_dog.n.01
2620,affenpinscher.n.01,pinscher.n.01
2621,plow_horse.n.01,ungulate.n.01
2622,eastern_grey_squirrel.n.01,placental.n.01
2623,nail-tailed_wallaby.n.01,marsupial.n.01
2624,dwarf_sperm_whale.n.01,whale.n.02
2625,large_civet.n.01,civet.n.01
2626,lechwe.n.01,waterbuck.n.01
2627,bowhead.n.01,cetacean.n.01
2628,hamster.n.01,mammal.n.01
2629,simian.n.01,primate.n.02
2630,flying_mouse.n.01,marsupial.n.01
2631,silver_fox.n.01,placental.n.01
2632,irish_water_spaniel.n.01,sporting_dog.n.01
2633,yellow-throated_marten.n.01,mammal.n.01
2634,papillon.n.01,dog.n.01
2635,steller_sea_lion.n.01,seal.n.09
2636,miniature_schnauzer.n.01,placental.n.01
2637,lesser_rorqual.n.01,cetacean.n.01
2638,hereford.n.01,cattle.n.01
2639,water_spaniel.n.01,carnivore.n.01
2640,american_bison.n.01,bison.n.01
2641,cave_myotis.n.01,carnivorous_bat.n.01
2642,vixen.n.02,carnivore.n.01
2643,american_shrew_mole.n.01,mammal.n.01
2644,whirlaway.n.01,placental.n.01
2645,poodle.n.01,canine.n.02
2646,syrian_bear.n.01,mammal.n.01
2647,merino.n.01,domestic_sheep.n.01
2648,stoat.n.01,musteline_mammal.n.01
2649,elephant.n.01,pachyderm.n.01
2650,doberman.n.01,pinscher.n.01
2651,large_poodle.n.01,canine.n.02
2652,chihuahua.n.03,toy_dog.n.01
2653,aberdeen_angus.n.01,ungulate.n.01
2654,cavalry_horse.n.01,odd-toed_ungulate.n.01
2655,seal.n.09,mammal.n.01
2656,suslik.n.01,rodent.n.01
2657,nyala.n.02,harnessed_antelope.n.01
2658,king_charles_spaniel.n.01,dog.n.01
2659,tortoiseshell.n.03,placental.n.01
2660,rock_squirrel.n.01,rodent.n.01
2661,wild_goat.n.01,mammal.n.01
2662,valley_pocket_gopher.n.01,rodent.n.01
2663,devon.n.02,bovine.n.01
2664,mustang.n.01,mammal.n.01
2665,bull_mastiff.n.01,canine.n.02
2666,white-lipped_peccary.n.01,peccary.n.01
2667,wolverine.n.03,placental.n.01
2668,hound.n.01,placental.n.01
2669,white_elephant.n.02,proboscidean.n.01
2670,foxhound.n.01,mammal.n.01
2671,yorkshire_terrier.n.01,carnivore.n.01
2672,packhorse.n.01,placental.n.01
2673,camel.n.01,even-toed_ungulate.n.01
2674,irish_terrier.n.01,hunting_dog.n.01
2675,elk.n.01,mammal.n.01
2676,english_springer.n.01,dog.n.01
2677,sable_antelope.n.01,ungulate.n.01
2678,buckskin.n.01,horse.n.01
2679,dark_horse.n.02,racehorse.n.01
2680,ram.n.05,ungulate.n.01
2681,zinjanthropus.n.01,primate.n.02
2682,mangabey.n.01,monkey.n.01
2683,maltese.n.03,mammal.n.01
2684,chimpanzee.n.01,anthropoid_ape.n.01
2685,ibex.n.01,placental.n.01
2686,big_brown_bat.n.01,carnivorous_bat.n.01
2687,mudder.n.01,placental.n.01
2688,giant_eland.n.01,ruminant.n.01
2689,ermine.n.02,musteline_mammal.n.01
2690,trotting_horse.n.01,placental.n.01
2691,miniature_schnauzer.n.01,schnauzer.n.01
2692,plains_pocket_mouse.n.01,pocket_mouse.n.01
2693,mouser.n.01,mammal.n.01
2694,opossum_rat.n.01,metatherian.n.01
2695,impala.n.01,even-toed_ungulate.n.01
2696,hackney.n.02,odd-toed_ungulate.n.01
2697,angora.n.02,goat.n.01
2698,griffon.n.02,placental.n.01
2699,french_bulldog.n.01,working_dog.n.01
2700,greater_kudu.n.01,placental.n.01
2701,american_water_spaniel.n.01,dog.n.01
2702,basset.n.01,carnivore.n.01
2703,tarpan.n.01,equine.n.01
2704,dryopithecine.n.01,primate.n.02
2705,european_water_shrew.n.01,shrew.n.02
2706,moke.n.01,ass.n.03
2707,doberman.n.01,placental.n.01
2708,sealyham_terrier.n.01,terrier.n.01
2709,pony.n.02,equine.n.01
2710,jaguar.n.01,placental.n.01
2711,japanese_deer.n.01,ruminant.n.01
2712,silky_anteater.n.01,placental.n.01
2713,cinnamon_bear.n.01,mammal.n.01
2714,royal.n.02,mammal.n.01
2715,border_terrier.n.01,carnivore.n.01
2716,water_dog.n.02,sporting_dog.n.01
2717,harnessed_antelope.n.01,ruminant.n.01
2718,vampire_bat.n.01,placental.n.01
2719,pinniped_mammal.n.01,mammal.n.01
2720,cryptoprocta.n.01,viverrine.n.01
2721,cocker_spaniel.n.01,canine.n.02
2722,phyllostomus_hastatus.n.01,placental.n.01
2723,grade.n.09,cattle.n.01
2724,west_highland_white_terrier.n.01,canine.n.02
2725,timber_wolf.n.01,placental.n.01
2726,panther.n.02,mammal.n.01
2727,mule_deer.n.01,ruminant.n.01
2728,pachyderm.n.01,mammal.n.01
2729,caribou.n.01,even-toed_ungulate.n.01
2730,tibetan_mastiff.n.01,dog.n.01
2731,drill.n.02,mammal.n.01
2732,mastodon.n.01,placental.n.01
2733,pygmy_sperm_whale.n.01,mammal.n.01
2734,pinscher.n.01,placental.n.01
2735,feist.n.01,dog.n.01
2736,royal.n.02,stag.n.02
2737,gemsbok.n.01,bovid.n.01
2738,indian_buffalo.n.01,ungulate.n.01
2739,billy.n.02,mammal.n.01
2740,wolfhound.n.01,canine.n.02
2741,collared_peccary.n.01,ungulate.n.01
2742,border_terrier.n.01,hunting_dog.n.01
2743,hereford.n.01,ungulate.n.01
2744,bovine.n.01,ungulate.n.01
2745,lesser_kudu.n.01,bovid.n.01
2746,sealyham_terrier.n.01,dog.n.01
2747,gerbil.n.01,rodent.n.01
2748,bactrian_camel.n.01,even-toed_ungulate.n.01
2749,rabbit-eared_bandicoot.n.01,bandicoot.n.01
2750,basenji.n.01,placental.n.01
2751,stepper.n.03,horse.n.01
2752,american_flying_squirrel.n.01,mammal.n.01
2753,algeripithecus_minutus.n.01,primate.n.02
2754,metatherian.n.01,mammal.n.01
2755,grivet.n.01,mammal.n.01
2756,saint_bernard.n.01,mammal.n.01
2757,flat-coated_retriever.n.01,hunting_dog.n.01
2758,marten.n.01,mammal.n.01
2759,afghan_hound.n.01,carnivore.n.01
2760,northern_pocket_gopher.n.01,mammal.n.01
2761,gorilla.n.01,anthropoid_ape.n.01
2762,sand_rat.n.02,rodent.n.01
2763,thoroughbred.n.02,equine.n.01
2764,lioness.n.01,feline.n.01
2765,european_water_shrew.n.01,water_shrew.n.01
2766,morgan.n.06,horse.n.01
2767,appenzeller.n.01,sennenhunde.n.01
2768,eastern_cottontail.n.01,mammal.n.01
2769,water_spaniel.n.01,placental.n.01
2770,omaha.n.04,ungulate.n.01
2771,silky_pocket_mouse.n.01,rat.n.01
2772,black_squirrel.n.01,rodent.n.01
2773,barren_ground_caribou.n.01,even-toed_ungulate.n.01
2774,mexican_pocket_mouse.n.01,rat.n.01
2775,smooth-haired_fox_terrier.n.01,placental.n.01
2776,field_spaniel.n.01,carnivore.n.01
2777,ichneumon.n.01,mongoose.n.01
2778,stirk.n.01,cattle.n.01
2779,count_fleet.n.01,mammal.n.01
2780,wildcat.n.03,feline.n.01
2781,meerkat.n.01,placental.n.01
2782,aye-aye.n.01,primate.n.02
2783,musk_ox.n.01,mammal.n.01
2784,desmodus_rotundus.n.01,bat.n.01
2785,chickeree.n.01,rodent.n.01
2786,ungulata.n.01,placental.n.01
2787,mapinguari.n.01,mammal.n.01
2788,greater_swiss_mountain_dog.n.01,canine.n.02
2789,swamp_rabbit.n.02,wood_rabbit.n.01
2790,leopard.n.02,mammal.n.01
2791,chiacoan_peccary.n.01,ungulate.n.01
2792,arctic_fox.n.01,mammal.n.01
2793,mustang.n.01,equine.n.01
2794,marco_polo_sheep.n.01,placental.n.01
2795,schnauzer.n.01,placental.n.01
2796,ayrshire.n.01,dairy_cattle.n.01
2797,pole_horse.n.02,odd-toed_ungulate.n.01
2798,phyllostomus_hastatus.n.01,mammal.n.01
2799,crab-eating_dog.n.01,mammal.n.01
2800,gibbon.n.02,ape.n.01
2801,arabian_camel.n.01,camel.n.01
2802,seizure-alert_dog.n.01,dog.n.01
2803,foxhound.n.01,placental.n.01
2804,dwarf_sperm_whale.n.01,placental.n.01
2805,australian_sea_lion.n.01,pinniped_mammal.n.01
2806,pocket_mouse.n.01,rat.n.01
2807,siamang.n.01,lesser_ape.n.01
2808,shih-tzu.n.01,canine.n.02
2809,blacktail_jackrabbit.n.01,jackrabbit.n.01
2810,addax.n.01,ungulate.n.01
2811,hampshire.n.02,placental.n.01
2812,pacific_bottlenose_dolphin.n.01,toothed_whale.n.01
2813,white-tailed_jackrabbit.n.01,placental.n.01
2814,citation.n.06,ungulate.n.01
2815,manx.n.02,cat.n.01
2816,clydesdale_terrier.n.01,skye_terrier.n.01
2817,lionet.n.01,lion.n.01
2818,briard.n.01,placental.n.01
2819,ibex.n.01,wild_goat.n.01
2820,atlantic_bottlenose_dolphin.n.01,cetacean.n.01
2821,brittany_spaniel.n.01,mammal.n.01
2822,harbor_seal.n.01,mammal.n.01
2823,even-toed_ungulate.n.01,ungulate.n.01
2824,angora.n.04,mammal.n.01
2825,striped_skunk.n.01,mammal.n.01
2826,woolly_mammoth.n.01,mammal.n.01
2827,charolais.n.01,placental.n.01
2828,saint_bernard.n.01,working_dog.n.01
2829,workhorse.n.02,odd-toed_ungulate.n.01
2830,tiger_cub.n.01,feline.n.01
2831,brush-tailed_porcupine.n.01,rodent.n.01
2832,groenendael.n.01,canine.n.02
2833,nanny.n.02,goat.n.01
2834,cynocephalus_variegatus.n.01,flying_lemur.n.01
2835,proboscis_monkey.n.01,old_world_monkey.n.01
2836,appaloosa.n.01,mammal.n.01
2837,cotswold.n.01,placental.n.01
2838,arabian.n.02,placental.n.01
2839,lhasa.n.02,placental.n.01
2840,pug.n.01,dog.n.01
2841,pocket_mouse.n.01,pocket_rat.n.01
2842,merino.n.01,bovid.n.01
2843,bushbuck.n.01,mammal.n.01
2844,woodland_caribou.n.01,ungulate.n.01
2845,new_world_tapir.n.01,odd-toed_ungulate.n.01
2846,muskrat.n.02,mammal.n.01
2847,american_foxhound.n.01,placental.n.01
2848,fissiped_mammal.n.01,mammal.n.01
2849,viverrine.n.01,mammal.n.01
2850,hudson_bay_collared_lemming.n.01,placental.n.01
2851,english_toy_spaniel.n.01,dog.n.01
2852,welsh.n.03,cattle.n.01
2853,stud.n.04,equine.n.01
2854,beagle.n.01,placental.n.01
2855,serow.n.01,goat_antelope.n.01
2856,english_springer.n.01,spaniel.n.01
2857,cow_pony.n.01,ungulate.n.01
2858,southeastern_pocket_gopher.n.01,rat.n.01
2859,kudu.n.01,mammal.n.01
2860,flying_phalanger.n.01,marsupial.n.01
2861,king_charles_spaniel.n.01,toy_spaniel.n.01
2862,dusky-footed_woodrat.n.01,mammal.n.01
2863,flying_fox.n.01,bat.n.01
2864,polar_hare.n.01,mammal.n.01
2865,rudapithecus.n.01,placental.n.01
2866,pentail.n.01,placental.n.01
2867,kangaroo_mouse.n.02,rat.n.01
2868,musk_deer.n.01,deer.n.01
2869,green_monkey.n.01,monkey.n.01
2870,sea_cow.n.01,aquatic_mammal.n.01
2871,dingo.n.01,carnivore.n.01
2872,coach_horse.n.01,mammal.n.01
2873,vicuna.n.03,ungulate.n.01
2874,bucking_bronco.n.01,ungulate.n.01
2875,european_wildcat.n.01,placental.n.01
2876,stepper.n.03,mammal.n.01
2877,new_world_tapir.n.01,ungulate.n.01
2878,housedog.n.01,working_dog.n.01
2879,tamarau.n.01,even-toed_ungulate.n.01
2880,southeastern_pocket_gopher.n.01,rodent.n.01
2881,trotting_horse.n.01,equine.n.01
2882,coondog.n.01,hound.n.01
2883,red_poll.n.01,cattle.n.01
2884,boarhound.n.01,hound.n.01
2885,armadillo.n.01,mammal.n.01
2886,black-footed_ferret.n.01,placental.n.01
2887,eurasian_badger.n.01,musteline_mammal.n.01
2888,roan.n.02,horse.n.01
2889,margay.n.01,placental.n.01
2890,gibbon.n.02,anthropoid_ape.n.01
2891,broadtail.n.02,ungulate.n.01
2892,jerboa_rat.n.01,mammal.n.01
2893,lincoln.n.03,even-toed_ungulate.n.01
2894,porpoise.n.01,mammal.n.01
2895,alaska_fur_seal.n.01,seal.n.09
2896,gazelle.n.01,even-toed_ungulate.n.01
2897,assault.n.03,racehorse.n.01
2898,cashmere_goat.n.01,placental.n.01
2899,chacma.n.01,monkey.n.01
2900,sow.n.01,mammal.n.01
2901,common_zebra.n.01,zebra.n.01
2902,golden_retriever.n.01,hunting_dog.n.01
2903,bengal_tiger.n.01,carnivore.n.01
2904,gibbon.n.02,lesser_ape.n.01
2905,mule.n.01,equine.n.01
2906,ferret_badger.n.01,badger.n.02
2907,charger.n.01,equine.n.01
2908,pacer.n.01,equine.n.01
2909,harness_horse.n.01,odd-toed_ungulate.n.01
2910,indian_rhinoceros.n.01,mammal.n.01
2911,mammoth.n.01,elephant.n.01
2912,australian_terrier.n.01,terrier.n.01
2913,staffordshire_bullterrier.n.01,placental.n.01
2914,black-tailed_deer.n.01,mule_deer.n.01
2915,german_short-haired_pointer.n.01,carnivore.n.01
2916,cow_pony.n.01,mammal.n.01
2917,mountain_sheep.n.01,ungulate.n.01
2918,baronduki.n.01,rodent.n.01
2919,hampshire.n.02,domestic_sheep.n.01
2920,shetland_pony.n.01,equine.n.01
2921,retriever.n.01,sporting_dog.n.01
2922,farm_horse.n.01,mammal.n.01
2923,ass.n.03,ungulate.n.01
2924,english_springer.n.01,placental.n.01
2925,harrier.n.02,dog.n.01
2926,miniature_poodle.n.01,placental.n.01
2927,australopithecus_boisei.n.01,primate.n.02
2928,guano_bat.n.01,freetail.n.01
2929,carthorse.n.01,odd-toed_ungulate.n.01
2930,leonberg.n.01,mammal.n.01
2931,short-tailed_shrew.n.01,mammal.n.01
2932,pronghorn.n.01,ungulate.n.01
2933,bengal_tiger.n.01,big_cat.n.01
2934,common_wallaby.n.01,kangaroo.n.01
2935,gib.n.02,placental.n.01
2936,flat-coated_retriever.n.01,dog.n.01
2937,elk.n.01,deer.n.01
2938,goat.n.01,even-toed_ungulate.n.01
2939,wheel_horse.n.01,mammal.n.01
2940,entellus.n.01,monkey.n.01
2941,lapdog.n.01,carnivore.n.01
2942,welsh_pony.n.01,ungulate.n.01
2943,aardwolf.n.01,carnivore.n.01
2944,procyonid.n.01,carnivore.n.01
2945,three-year-old_horse.n.01,racehorse.n.01
2946,jackal.n.01,carnivore.n.01
2947,persian_cat.n.01,domestic_cat.n.01
2948,bottle-nosed_whale.n.01,placental.n.01
2949,bouvier_des_flandres.n.01,shepherd_dog.n.01
2950,kit_fox.n.01,placental.n.01
2951,tamarau.n.01,old_world_buffalo.n.01
2952,scotch_terrier.n.01,dog.n.01
2953,camel.n.01,placental.n.01
2954,farm_horse.n.01,equine.n.01
2955,grey_fox.n.01,fox.n.01
2956,finback.n.01,cetacean.n.01
2957,ewe.n.03,ruminant.n.01
2958,bucking_bronco.n.01,horse.n.01
2959,dandie_dinmont.n.01,hunting_dog.n.01
2960,packhorse.n.01,workhorse.n.02
2961,tibetan_terrier.n.01,carnivore.n.01
2962,toothed_whale.n.01,whale.n.02
2963,patas.n.01,old_world_monkey.n.01
2964,collie.n.01,placental.n.01
2965,pacer.n.01,ungulate.n.01
2966,border_terrier.n.01,terrier.n.01
2967,beaked_whale.n.01,whale.n.02
2968,exmoor.n.02,placental.n.01
2969,mule.n.01,mammal.n.01
2970,domestic_cat.n.01,cat.n.01
2971,sei_whale.n.01,aquatic_mammal.n.01
2972,sloth.n.02,edentate.n.01
2973,roebuck.n.01,ruminant.n.01
2974,fissipedia.n.01,placental.n.01
2975,dusky-footed_woodrat.n.01,packrat.n.02
2976,egyptian_cat.n.01,domestic_cat.n.01
2977,lapdog.n.01,canine.n.02
2978,silky_tamarin.n.01,tamarin.n.01
2979,malinois.n.01,carnivore.n.01
2980,retriever.n.01,dog.n.01
2981,beef.n.01,mammal.n.01
2982,lesser_kudu.n.01,kudu.n.01
2983,boston_bull.n.01,canine.n.02
2984,bighorn.n.02,mountain_sheep.n.01
2985,grizzly.n.01,brown_bear.n.01
2986,red_bat.n.01,placental.n.01
2987,hack.n.07,ungulate.n.01
2988,hominoid.n.01,primate.n.02
2989,oryx.n.01,ruminant.n.01
2990,bouvier_des_flandres.n.01,dog.n.01
2991,leafnose_bat.n.01,bat.n.01
2992,manchester_terrier.n.01,placental.n.01
2993,western_grey_squirrel.n.01,squirrel.n.01
2994,bandicoot.n.01,marsupial.n.01
2995,puku.n.01,ungulate.n.01
2996,serow.n.01,even-toed_ungulate.n.01
2997,sea_otter.n.01,musteline_mammal.n.01
2998,cactus_mouse.n.01,rodent.n.01
2999,eohippus.n.01,equine.n.01
3000,marsh_hare.n.01,mammal.n.01
3001,red_wolf.n.01,placental.n.01
3002,puku.n.01,antelope.n.01
3003,welsh_springer_spaniel.n.01,placental.n.01
3004,bloodhound.n.01,dog.n.01
3005,boston_bull.n.01,placental.n.01
3006,rat_terrier.n.01,terrier.n.01
